,Number,Player,Team,GP,MPG,PPG,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,ORB,DRB,RPG,APG,SPG,BPG,TOV,PF
1155,56.0,George Beamon,Manhattan,30.0,30.9,18.8,5.7,13.9,0.408,1.8,4.8,0.371,5.7,6.9,0.827,1.6,4.9,6.5,0.8,1.6,0.3,1.8,2.3
1156,57.0,Chasson Randle,Stanford,36.0,35.1,18.8,6.1,12.8,0.474,1.9,4.9,0.389,4.8,6.2,0.767,0.6,3.0,3.6,2.1,1.0,0.1,2.4,2.6
1157,58.0,Glenn Cosey,Eastern Kentucky,34.0,36.2,18.7,5.5,12.8,0.43,3.4,7.9,0.426,4.4,5.2,0.841,0.6,2.6,3.2,4.2,1.2,0.1,1.9,1.7
1158,59.0,Marcus Thornton,William & Mary,32.0,35.6,18.7,6.1,14.0,0.435,2.9,7.2,0.403,3.6,4.7,0.779,0.2,2.1,2.3,2.8,1.1,0.2,2.4,1.8
1159,60.0,Jordan McRae,Tennessee,37.0,32.2,18.7,6.0,13.8,0.436,2.1,6.1,0.351,4.5,5.7,0.788,0.7,2.8,3.5,2.5,0.7,1.0,2.1,2.1
1160,61.0,Jerrelle Benimon,Towson,36.0,36.3,18.7,6.3,11.8,0.529,0.4,1.2,0.318,5.8,8.1,0.713,2.3,8.9,11.2,3.6,0.7,1.2,3.4,2.9
1161,62.0,Jahii Carson,Arizona State,33.0,35.4,18.6,6.4,14.8,0.433,1.1,2.8,0.391,4.7,6.6,0.719,0.7,3.3,4.0,4.6,0.7,0.1,3.5,2.2
1162,63.0,Alex Francis,Bryant,32.0,36.0,18.6,7.0,12.2,0.577,0.0,0.0,0.0,4.5,7.4,0.614,2.7,5.5,8.2,1.4,1.2,0.8,3.0,2.9
1163,64.0,Desmar Jackson,Southern Illinois,33.0,32.9,18.6,6.4,13.8,0.466,0.7,2.5,0.268,5.1,6.5,0.78,1.5,4.0,5.5,2.1,2.4,0.4,3.0,2.8
1164,65.0,Shawn Long,Louisiana,34.0,29.4,18.6,7.0,13.5,0.522,1.0,2.3,0.423,3.5,5.2,0.674,3.6,6.8,10.4,0.6,0.7,2.7,2.1,3.5
1165,66.0,Anthony Ireland,Loyola Marymount,32.0,35.8,18.5,6.0,14.7,0.407,1.3,4.2,0.308,5.3,6.5,0.817,1.2,2.5,3.7,5.3,1.6,0.1,2.8,2.3
1166,67.0,Javon McCrea,Buffalo,29.0,32.0,18.5,7.0,12.4,0.561,0.0,0.1,0.5,4.6,6.8,0.667,3.9,6.0,9.9,2.2,1.5,2.2,2.4,3.2
1167,68.0,Trevor Releford,Alabama,31.0,34.8,18.5,6.0,12.2,0.496,2.3,5.9,0.393,4.1,4.9,0.848,0.6,2.9,3.5,3.1,2.2,0.1,2.6,2.7
1168,69.0,Olivier Hanlan,Boston College,32.0,36.3,18.5,5.4,12.1,0.447,1.9,5.5,0.347,5.8,7.1,0.811,0.4,3.1,3.4,2.9,0.8,0.1,2.4,2.6
1169,70.0,T.T. Carey,Longwood,31.0,32.7,18.5,6.6,15.2,0.438,3.0,7.7,0.395,2.1,2.7,0.786,1.0,5.6,6.6,0.8,1.5,0.4,1.6,2.4
1170,71.0,Kyle Wilson,Army West Point,31.0,30.9,18.4,6.1,13.8,0.443,2.0,4.7,0.434,4.2,5.3,0.791,0.5,2.1,2.6,1.5,0.5,0.1,2.1,1.6
1171,72.0,Ovie Soko,Duquesne,30.0,31.0,18.4,5.7,12.2,0.467,0.5,1.7,0.275,6.5,9.6,0.675,2.0,6.0,8.0,1.7,0.9,0.6,2.7,3.2
1172,73.0,C.J. Wilcox,Washington,32.0,34.9,18.3,6.2,13.6,0.453,2.8,7.2,0.391,3.2,3.7,0.873,0.7,3.0,3.7,2.5,1.0,1.0,1.7,2.3
1173,74.0,J.J. Mann,Belmont,36.0,35.2,18.3,6.1,13.2,0.46,2.5,6.3,0.39,3.8,4.3,0.871,0.4,4.4,4.8,2.6,2.1,0.1,1.7,1.4
1174,75.0,Chris Fouch,Drexel,30.0,35.4,18.3,6.2,15.5,0.399,2.4,7.4,0.324,3.5,4.3,0.822,0.7,2.6,3.2,2.0,0.9,0.1,1.3,2.8
1175,76.0,R.J. Hunter,Georgia State,33.0,33.5,18.3,5.5,12.4,0.444,3.0,7.7,0.395,4.3,4.9,0.882,0.3,4.2,4.6,1.7,1.9,0.9,1.2,2.3
1176,77.0,K.T. Harrell,Auburn,30.0,32.6,18.3,5.8,13.4,0.433,2.2,6.1,0.359,4.5,5.1,0.87,0.7,3.3,4.0,2.1,0.8,0.2,2.9,2.6
1177,78.0,"Juwan Howard, Jr.",Detroit-Mercy,32.0,34.5,18.3,6.8,16.1,0.419,1.7,4.8,0.344,3.1,3.7,0.839,1.8,3.5,5.3,2.2,1.0,0.5,1.9,2.3
1178,79.0,Branden Frazier,Fordham,31.0,36.8,18.2,6.0,15.1,0.397,1.5,5.1,0.283,4.8,5.6,0.855,1.5,3.5,5.1,4.3,1.1,0.3,3.0,2.3
1179,80.0,Russ Smith,Louisville,37.0,29.3,18.2,6.1,13.0,0.468,1.9,4.9,0.387,4.1,5.9,0.705,0.8,2.5,3.3,4.6,2.0,0.1,2.8,2.5
1180,81.0,Juwan Staten,West Virginia,33.0,37.3,18.1,6.2,12.8,0.486,0.2,0.5,0.4,5.5,7.7,0.719,0.8,4.8,5.6,5.8,1.2,0.1,2.1,1.6
1181,82.0,Zaccheus Mason,Chattanooga,31.0,30.3,18.1,6.5,13.2,0.49,1.3,3.8,0.342,3.8,5.4,0.713,2.9,6.7,9.7,0.8,0.9,3.0,2.4,2.3
1182,83.0,Terran Petteway,Nebraska,32.0,31.7,18.1,5.7,13.3,0.426,1.5,4.6,0.327,5.2,6.4,0.819,0.9,3.9,4.8,1.6,0.9,0.8,2.8,3.2
1183,84.0,Christian Standhardinger,Hawaii,31.0,31.9,18.1,5.7,12.0,0.474,0.4,1.5,0.277,6.3,8.2,0.768,3.0,5.5,8.4,1.5,1.4,0.7,2.7,2.9
1184,85.0,Shabazz Napier,Connecticut,40.0,35.1,18.0,5.3,12.4,0.429,2.2,5.4,0.405,5.2,6.0,0.87,1.0,4.9,5.9,4.9,1.8,0.3,2.9,2.1
1185,86.0,T.J. Bray,Princeton,26.0,35.4,18.0,5.8,10.9,0.537,2.0,4.8,0.413,4.3,5.4,0.8,0.5,4.3,4.8,5.1,1.3,0.2,1.8,2.0
1186,87.0,Akeem Richmond,East Carolina,34.0,35.3,18.0,5.3,13.3,0.401,4.6,11.5,0.395,2.8,3.3,0.848,0.6,2.2,2.8,1.6,1.3,0.0,1.7,1.2
1187,88.0,"Walt Lemon, Jr.",Bradley,32.0,35.5,18.0,6.6,15.5,0.424,0.9,3.1,0.29,3.9,5.3,0.746,0.3,2.8,3.1,3.9,2.4,0.1,3.6,2.4
1188,89.0,Marcus Smart,Oklahoma State,31.0,32.7,18.0,5.3,12.5,0.422,1.6,5.3,0.299,5.9,8.1,0.728,1.4,4.5,5.9,4.8,2.9,0.6,2.6,2.9
1189,90.0,Corey Hawkins,UC Davis,30.0,33.8,18.0,5.7,12.8,0.444,1.3,3.9,0.322,5.3,7.0,0.757,0.7,3.8,4.5,3.0,1.5,0.4,2.0,2.2
1190,91.0,Ledrick Eackles,McNeese State,31.0,31.6,17.8,5.1,14.0,0.366,2.5,6.9,0.364,5.0,6.6,0.765,1.2,3.7,4.9,2.4,1.5,0.2,2.9,2.5
1191,92.0,Melvin Ejim,Iowa State,34.0,32.1,17.8,6.5,12.8,0.505,1.3,3.7,0.346,3.6,4.7,0.761,2.6,5.8,8.4,1.8,1.2,0.7,2.3,3.3
1192,93.0,Byron Wesley,USC,30.0,34.6,17.8,6.4,13.6,0.467,0.8,2.4,0.338,4.2,5.9,0.713,1.5,4.9,6.4,2.3,0.9,0.3,2.0,1.7
1193,94.0,Ryan Harrow,Georgia State,34.0,33.9,17.8,6.5,14.6,0.446,0.9,3.1,0.288,3.8,4.6,0.839,0.7,1.9,2.6,4.2,1.3,0.1,1.7,1.3
1194,95.0,D.J. Newbill,Penn State,34.0,34.4,17.8,6.1,13.6,0.452,1.4,4.1,0.326,4.1,5.5,0.753,1.8,3.1,4.9,1.7,0.8,0.3,2.1,2.8
1195,96.0,Chad Frazier,UAB,31.0,35.3,17.7,5.5,13.7,0.401,2.0,5.8,0.339,4.8,6.5,0.729,0.5,2.8,3.3,4.3,1.1,0.3,4.0,2.0
1196,97.0,Langston Galloway,Saint Joseph's,34.0,36.2,17.7,5.6,12.6,0.444,3.2,7.2,0.443,3.4,4.1,0.826,0.8,3.4,4.3,1.6,1.1,0.5,0.8,2.4
1197,98.0,Rashad Whack,Mount St. Mary's,33.0,33.3,17.6,5.5,13.2,0.416,2.5,6.9,0.366,4.1,5.2,0.789,0.9,3.4,4.3,1.3,1.6,0.4,2.1,2.3
1198,99.0,Tim Williams,Samford,32.0,33.0,17.6,6.8,11.3,0.601,0.0,0.1,0.333,4.0,5.4,0.75,2.0,5.3,7.3,0.8,1.3,1.4,1.8,2.3
1199,100.0,Taylor Braun,North Dakota State,32.0,34.0,17.6,5.3,11.3,0.471,1.3,3.1,0.414,5.7,7.3,0.785,0.6,4.8,5.5,3.8,1.5,0.2,2.0,2.1
1200,1.0,Tyler Harvey,Eastern Washington,32.0,36.9,23.1,7.2,15.3,0.469,4.0,9.3,0.431,4.7,5.5,0.852,0.6,3.0,3.6,2.6,1.1,0.1,2.0,1.9
1201,2.0,Zeek Woodley,Northwestern State,32.0,31.5,22.2,8.2,14.6,0.56,1.2,3.1,0.398,4.6,5.7,0.813,1.7,3.3,5.0,1.1,1.0,0.7,1.2,2.3
1202,3.0,Tyler Haws,Brigham Young,35.0,32.1,22.2,7.4,15.4,0.48,1.5,4.2,0.367,5.9,6.7,0.873,1.3,3.1,4.5,2.4,0.9,0.3,2.0,1.4
1203,4.0,Denzel Livingston,Incarnate Word,29.0,36.9,21.5,6.6,14.4,0.455,1.6,4.6,0.343,6.8,8.5,0.805,1.5,4.4,5.9,2.9,2.6,1.3,2.8,3.0
1204,5.0,Damion Lee,Drexel,27.0,38.1,21.4,6.3,14.4,0.438,2.4,6.3,0.385,6.4,7.2,0.887,0.9,5.2,6.1,2.3,1.5,0.3,1.9,2.2
1205,6.0,Saah Nimley,Charleston Southern,31.0,35.7,21.4,5.9,15.4,0.384,3.5,9.9,0.358,6.0,7.4,0.82,0.5,3.5,4.1,4.1,0.9,0.0,2.7,2.2
1206,7.0,Amere May,Delaware State,32.0,34.2,21.0,7.1,17.0,0.418,2.8,7.2,0.387,4.0,4.9,0.821,1.0,3.2,4.2,2.7,1.0,0.2,2.9,1.8
1207,8.0,Corey Hawkins,UC Davis,28.0,33.4,20.9,6.7,13.4,0.503,2.9,5.9,0.488,4.6,5.6,0.822,0.7,4.3,4.9,3.4,1.4,0.2,3.0,1.9
1208,9.0,D.J. Newbill,Penn State,34.0,37.1,20.7,7.1,15.9,0.45,1.8,4.9,0.37,4.6,6.1,0.758,1.1,3.6,4.7,3.1,1.3,0.2,2.6,2.1
1209,10.0,Joe Young,Oregon,36.0,36.7,20.7,7.4,16.4,0.448,2.5,7.1,0.357,3.4,3.7,0.925,0.5,3.9,4.4,3.8,1.1,0.0,2.4,1.4
1210,11.0,Chavaughn Lewis,Marist,29.0,35.7,20.6,7.0,16.9,0.413,1.4,4.9,0.289,5.1,7.7,0.665,0.9,4.4,5.3,2.7,2.3,0.8,3.6,2.4
1211,12.0,Ty Greene,USC Upstate,35.0,34.0,20.3,6.6,14.9,0.444,2.9,7.2,0.407,4.1,5.4,0.751,0.9,2.2,3.1,2.1,2.1,0.2,1.3,1.6
1212,13.0,Jalen Riley,East Tennessee State,29.0,27.5,20.2,5.7,14.7,0.387,2.8,7.4,0.374,6.1,7.4,0.827,0.4,1.9,2.3,2.7,1.7,0.1,2.8,3.3
1213,14.0,Cameron Payne,Murray State,35.0,32.2,20.2,7.0,15.3,0.456,2.4,6.4,0.377,3.8,4.8,0.787,0.6,3.1,3.7,6.0,1.9,0.5,2.5,2.1
1214,15.0,A.J. English III,Iona,34.0,37.4,20.1,6.2,14.4,0.432,3.1,8.1,0.387,4.6,5.8,0.787,0.8,4.4,5.1,5.1,1.4,0.5,3.8,2.7
1215,16.0,D.J. Balentine,Evansville,36.0,36.6,20.1,6.8,15.6,0.435,2.1,5.3,0.392,4.4,5.9,0.75,0.5,2.7,3.2,3.2,0.8,0.2,2.2,1.0
1216,17.0,Jalan West,Northwestern State,32.0,34.5,20.0,6.0,13.2,0.456,2.7,6.4,0.422,5.3,6.1,0.862,0.6,3.8,4.4,7.7,2.1,0.3,2.8,2.0
1217,18.0,Marcus Thornton,William & Mary,33.0,36.7,20.0,6.5,14.3,0.456,3.1,7.7,0.402,3.8,4.6,0.83,0.3,2.5,2.8,2.9,0.6,0.1,2.3,1.1
1218,19.0,David Laury,Iona,34.0,35.3,19.8,7.2,15.1,0.475,0.8,2.1,0.38,4.7,6.9,0.682,2.5,7.2,9.7,2.8,0.8,1.3,3.0,2.7
1219,20.0,LaDontae Henton,Providence,34.0,37.0,19.7,6.8,15.2,0.446,1.9,5.6,0.339,4.3,5.6,0.759,1.8,4.8,6.5,0.9,1.4,0.5,2.0,2.2
1220,21.0,R.J. Hunter,Georgia State,35.0,37.0,19.7,5.8,14.7,0.395,2.3,7.5,0.305,5.8,6.6,0.878,0.8,3.9,4.7,3.6,2.1,1.0,2.2,2.4
1221,22.0,Chasson Randle,Stanford,37.0,36.4,19.6,5.9,14.6,0.403,2.4,6.7,0.363,5.4,6.2,0.877,0.3,3.0,3.3,3.0,1.4,0.1,2.0,2.2
1222,23.0,Olivier Hanlan,Boston College,32.0,37.6,19.5,7.0,15.5,0.454,2.0,5.8,0.353,3.4,4.5,0.759,0.8,3.5,4.2,4.2,1.3,0.0,2.7,2.1
1223,24.0,Derrick Marks,Boise State,32.0,31.2,19.4,7.2,14.6,0.494,2.1,4.9,0.436,2.8,3.7,0.771,0.5,3.2,3.7,3.0,1.8,0.4,2.1,2.3
1224,25.0,James Sinclair,Western Carolina,31.0,38.1,19.4,6.9,17.2,0.402,1.6,5.2,0.315,3.9,5.1,0.767,1.9,4.2,6.0,2.9,2.2,0.5,2.5,2.1
1225,26.0,D'Angelo Russell,Ohio State,35.0,33.9,19.3,6.6,14.7,0.449,2.7,6.6,0.411,3.4,4.5,0.756,1.0,4.7,5.7,5.0,1.6,0.3,2.9,2.1
1226,27.0,John Brown,High Point,32.0,31.1,19.3,7.6,13.8,0.55,0.0,0.2,0.0,4.2,5.5,0.756,3.2,2.8,6.0,1.2,1.2,1.0,1.7,2.1
1227,28.0,Andrew Rowsey,UNC Asheville,31.0,32.6,19.2,5.7,14.5,0.394,3.3,8.6,0.382,4.5,4.9,0.921,0.6,2.2,2.8,2.9,1.4,0.1,2.3,2.2
1228,29.0,Mikh McKinney,Sacramento State,32.0,37.0,19.2,6.8,13.5,0.507,2.0,4.7,0.43,3.4,4.3,0.803,0.5,2.3,2.8,4.9,2.4,0.1,2.1,1.8
1229,30.0,Jeffrey Short,Norfolk State,34.0,34.0,19.1,6.2,12.5,0.498,2.0,5.1,0.394,4.6,5.6,0.82,0.7,3.5,4.2,1.9,0.9,0.4,2.8,1.9
1230,31.0,Brad Waldow,Saint Mary's,31.0,34.5,19.0,7.6,13.6,0.558,0.0,0.0,0.0,3.9,5.9,0.659,2.9,6.2,9.1,2.2,0.5,0.7,2.1,2.4
1231,32.0,Jerome Hill,Gardner-Webb,34.0,33.1,18.9,6.2,13.1,0.473,0.2,1.1,0.158,6.4,10.1,0.628,3.5,6.7,10.1,2.2,0.5,0.7,3.0,2.2
1232,33.0,Lawrence Alexander,North Dakota State,33.0,38.5,18.9,6.2,14.3,0.43,3.2,7.2,0.441,3.5,4.3,0.809,0.4,4.1,4.5,1.7,0.9,0.2,2.0,1.4
1233,34.0,Frank Kaminsky,Wisconsin,39.0,33.6,18.8,6.8,12.5,0.547,1.1,2.6,0.416,4.0,5.1,0.78,1.5,6.7,8.2,2.6,0.8,1.5,1.6,1.7
1234,35.0,Dyami Starks,Bryant,31.0,38.2,18.6,6.0,16.0,0.377,3.2,9.2,0.343,3.4,3.7,0.913,0.5,2.9,3.4,1.5,0.9,0.2,2.1,1.9
1235,36.0,Keifer Sykes,Green Bay,33.0,35.1,18.6,6.5,14.3,0.452,1.4,4.5,0.311,4.3,5.5,0.78,0.8,3.7,4.5,3.9,1.7,0.2,2.2,2.2
1236,37.0,Corey Walden,Eastern Kentucky,32.0,34.6,18.6,6.2,11.3,0.547,1.6,4.4,0.364,4.6,5.6,0.817,0.8,3.1,4.0,3.8,3.1,0.2,2.2,2.5
1237,38.0,Keon Moore,Winthrop,32.0,33.1,18.5,5.9,13.3,0.443,3.2,7.3,0.432,3.6,4.2,0.859,0.8,4.4,5.2,1.8,1.4,0.3,1.8,1.9
1238,39.0,K.T. Harrell,Auburn,35.0,33.0,18.5,5.5,12.2,0.453,2.8,6.5,0.434,4.6,5.7,0.814,0.9,2.1,3.0,1.5,0.9,0.1,2.5,2.3
1239,40.0,Maodo Lo,Columbia,28.0,34.2,18.4,6.5,13.2,0.489,3.0,7.0,0.431,2.5,3.3,0.769,0.5,3.9,4.4,2.3,1.5,0.6,2.5,2.2
1240,41.0,Craig Bradshaw,Belmont,30.0,31.7,18.3,6.6,13.4,0.491,2.7,6.5,0.423,2.5,3.3,0.747,0.5,3.4,3.8,3.1,1.6,0.4,3.1,2.1
1241,42.0,Zaid Hearst,Quinnipiac,30.0,36.9,18.3,6.6,15.2,0.432,1.3,4.8,0.278,3.8,5.0,0.772,2.3,3.8,6.1,2.5,0.5,0.3,2.2,2.2
1242,43.0,Obi Emegano,Oral Roberts,34.0,34.4,18.3,5.7,12.8,0.447,0.9,2.2,0.387,6.0,7.6,0.788,0.8,3.9,4.7,2.2,1.7,0.2,2.6,2.1
1243,44.0,Ryan Harrow,Georgia State,29.0,31.8,18.3,7.2,14.2,0.504,1.5,3.8,0.394,2.4,3.4,0.717,0.4,1.7,2.1,3.6,1.4,0.1,1.9,1.5
1244,45.0,Terran Petteway,Nebraska,31.0,35.0,18.2,5.9,15.0,0.396,2.2,7.0,0.313,4.1,5.8,0.711,0.5,4.4,4.9,2.8,1.1,0.9,3.4,3.0
1245,46.0,Kay Felder,Oakland,33.0,38.5,18.1,5.5,13.2,0.422,1.4,4.2,0.338,5.6,6.8,0.826,0.8,4.0,4.8,7.6,2.0,0.2,4.2,2.5
1246,47.0,Ashton Moore,Citadel,30.0,37.6,18.0,5.8,14.0,0.412,2.6,6.9,0.383,3.9,4.5,0.859,0.5,2.7,3.2,3.6,1.0,0.2,3.4,1.5
1247,48.0,Ladarius Tabb,Alabama A&M ,28.0,33.1,17.9,6.8,15.0,0.451,1.6,5.7,0.289,2.7,4.4,0.605,3.3,4.5,7.8,0.7,1.3,0.1,1.8,2.9
1248,49.0,DeAndre' Bembry,Saint Joseph's,31.0,38.6,17.7,6.4,14.9,0.432,1.6,4.9,0.327,3.3,5.2,0.638,1.6,6.2,7.7,3.6,1.9,0.9,2.9,2.4
1249,50.0,Chris Hansen,Idaho State,30.0,33.3,17.7,5.2,13.0,0.404,2.7,7.0,0.383,4.6,5.5,0.836,0.4,3.0,3.4,2.3,1.3,0.0,2.0,1.5
1250,51.0,Jelani Hewitt,Georgia Southern,31.0,35.1,17.6,4.8,13.7,0.351,2.9,8.6,0.335,5.1,6.4,0.807,1.0,3.2,4.2,3.7,2.5,0.3,2.6,1.8
1251,52.0,Justin Moss,Buffalo,33.0,30.0,17.5,6.2,11.8,0.521,0.0,0.1,0.0,5.2,7.2,0.73,2.8,6.4,9.2,0.6,1.0,0.8,2.2,3.0
1252,53.0,Marcus Burton,Wagner,29.0,33.8,17.5,6.0,15.0,0.401,2.1,6.6,0.321,3.4,4.2,0.811,0.5,2.1,2.7,1.6,1.1,0.0,2.3,2.0
1253,54.0,Kyle Wilson,Army West Point,29.0,32.4,17.5,5.9,15.3,0.384,2.6,7.6,0.338,3.2,4.0,0.786,0.5,2.4,2.9,1.9,0.8,0.1,2.7,1.8
1254,55.0,Damon Lynn,N.J.I.T.,33.0,36.5,17.5,5.5,15.1,0.365,3.8,10.6,0.36,2.7,3.5,0.772,0.5,2.5,3.0,3.7,1.8,0.1,2.8,2.0
1255,56.0,D'Angelo Harrison,St. John's,33.0,34.8,17.5,5.4,13.0,0.415,2.0,5.4,0.369,4.7,5.9,0.799,1.2,4.3,5.5,1.9,1.1,0.4,1.7,3.5
1256,57.0,Martez Harrison,UMKC,33.0,32.0,17.5,5.3,13.6,0.393,1.4,5.1,0.28,5.4,7.2,0.748,0.6,1.8,2.4,3.9,1.8,0.0,2.6,2.7
1257,58.0,Rakeem Christmas,Syracuse,31.0,34.3,17.5,6.5,11.9,0.552,0.0,0.0,0.0,4.4,6.2,0.712,3.1,5.9,9.0,1.5,0.9,2.5,2.5,3.4
1258,59.0,Bobby Portis,Arkansas,36.0,29.9,17.5,6.9,12.9,0.536,0.4,0.8,0.467,3.2,4.3,0.737,3.7,5.2,8.9,1.2,1.1,1.4,1.6,2.2
1259,60.0,Marcel Mosley,Arkansas-Pine Bluff ,28.0,35.6,17.5,5.2,12.9,0.403,2.5,6.5,0.381,4.6,5.7,0.818,0.8,2.1,2.9,2.6,2.1,0.0,3.5,1.9
1260,61.0,"Juwan Howard, Jr.",Detroit-Mercy,33.0,31.6,17.5,6.3,14.5,0.434,1.9,4.8,0.408,2.9,3.4,0.85,1.1,3.0,4.1,2.4,0.9,0.3,2.1,2.0
1261,62.0,Buddy Hield,Oklahoma,35.0,32.4,17.4,5.9,14.2,0.412,2.7,7.4,0.359,3.1,3.7,0.823,1.6,3.8,5.4,1.9,1.3,0.2,1.9,1.7
1262,63.0,Jermaine Ruttley,Florida A&M,29.0,33.0,17.4,6.2,13.8,0.451,1.1,3.9,0.295,3.8,5.6,0.679,1.4,5.3,6.7,2.1,1.6,0.1,2.4,3.0
1263,64.0,Ryan Boatright,Connecticut,34.0,35.8,17.4,5.4,12.6,0.423,2.5,6.1,0.411,4.2,4.9,0.85,0.4,3.6,4.1,3.8,1.4,0.2,2.4,1.9
1264,65.0,Evan Payne,Loyola Marymount,28.0,27.3,17.4,5.7,12.9,0.443,1.3,3.8,0.352,4.6,5.8,0.791,0.8,2.0,2.7,1.6,0.8,0.2,2.3,1.5
1265,66.0,Jahlil Okafor,Duke,38.0,30.1,17.3,7.3,11.1,0.664,0.0,0.0,0.0,2.6,5.1,0.51,3.5,4.9,8.5,1.3,0.8,1.4,2.5,2.1
1266,67.0,Daniel Trist,Lafayette,33.0,27.0,17.3,7.0,12.1,0.576,0.0,0.0,0.0,3.3,4.3,0.78,2.3,4.4,6.7,1.3,0.4,0.7,2.3,2.2
1267,68.0,Alan Williams,UC Santa Barbara,26.0,32.6,17.3,6.2,13.4,0.458,0.0,0.1,0.0,5.0,6.5,0.768,3.3,8.5,11.8,1.7,1.2,1.8,2.0,2.7
1268,69.0,Desharick Guidry,McNeese State,31.0,35.2,17.3,6.3,12.9,0.488,1.2,3.2,0.374,3.5,4.9,0.715,4.4,6.8,11.2,1.6,1.3,0.6,2.1,2.8
1269,70.0,Stephen Croone,Furman,31.0,32.0,17.3,5.0,11.2,0.448,1.8,5.1,0.348,5.5,7.3,0.752,0.8,3.8,4.7,2.6,1.6,0.2,2.4,2.5
1270,71.0,Dennis Mavin,Florida International,33.0,35.6,17.2,6.0,13.7,0.438,0.9,3.0,0.313,4.3,6.7,0.643,0.8,4.5,5.3,3.1,1.2,0.0,3.6,1.4
1271,72.0,Quincy Taylor,Longwood,31.0,36.0,17.2,6.1,14.0,0.434,2.8,5.8,0.48,2.3,3.2,0.735,0.4,2.5,3.0,2.7,1.3,0.2,3.0,2.4
1272,73.0,Matt Mobley,Central Connecticut State,31.0,37.0,17.2,5.5,13.8,0.4,2.4,6.7,0.357,3.8,5.0,0.756,0.5,2.3,2.8,1.8,0.8,0.2,2.7,2.1
1273,74.0,Jordan Price,La Salle,33.0,31.9,17.2,5.5,14.1,0.387,2.1,6.2,0.34,4.2,5.3,0.799,0.5,3.4,3.9,2.3,0.8,0.2,3.1,2.8
1274,75.0,Le'Bryan Nash,Oklahoma State,31.0,31.7,17.2,5.7,12.4,0.462,0.1,0.6,0.1,5.6,7.1,0.791,1.2,4.5,5.7,2.0,0.8,0.9,3.2,3.0
1275,76.0,Askia Booker,Colorado,31.0,30.2,17.2,5.6,14.4,0.387,1.8,5.4,0.329,4.2,5.1,0.834,0.5,2.8,3.3,3.2,1.4,0.1,2.3,1.8
1276,77.0,Tyrone Wallace,California,33.0,34.9,17.1,6.3,14.8,0.425,0.8,2.7,0.318,3.6,6.0,0.606,0.9,6.2,7.1,4.0,1.3,0.3,2.8,2.8
1277,78.0,Terry Rozier,Louisville,36.0,35.0,17.1,5.9,14.5,0.411,1.3,4.4,0.306,3.9,4.9,0.79,1.2,4.4,5.6,3.0,2.0,0.2,2.2,1.7
1278,79.0,T.J. Price,Western Kentucky,32.0,33.4,17.1,5.5,12.3,0.443,2.5,6.1,0.413,3.6,4.4,0.816,0.7,4.7,5.3,4.0,0.9,0.1,2.6,2.7
1279,80.0,Juan'ya Green,Hofstra,34.0,36.4,17.1,4.6,12.2,0.382,1.8,5.4,0.335,6.0,7.2,0.825,0.5,3.8,4.3,6.5,1.4,0.3,2.5,2.1
1280,81.0,Jordan Gregory,Montana,33.0,36.0,17.0,5.3,13.2,0.403,2.6,6.9,0.382,3.7,4.7,0.799,0.5,2.8,3.4,3.2,0.6,0.0,2.1,1.6
1281,82.0,Johnny Dee,San Diego,31.0,31.1,17.0,5.4,12.6,0.428,2.6,6.8,0.379,3.6,4.0,0.919,0.4,3.1,3.5,1.3,1.2,0.1,1.0,1.5
1282,83.0,Isiah Umipig,Seattle,34.0,34.0,17.0,5.2,12.9,0.405,3.6,8.6,0.418,2.9,3.4,0.845,0.4,2.8,3.1,2.9,1.3,0.0,2.1,2.1
1283,84.0,E.C. Matthews,Rhode Island,32.0,32.9,16.9,5.4,13.1,0.41,2.1,6.5,0.325,4.1,5.5,0.734,1.1,3.5,4.6,2.0,0.8,0.5,3.6,2.1
1284,85.0,DaVonte Lacy,Washington State,31.0,32.4,16.9,5.1,12.5,0.406,2.2,6.6,0.33,4.5,5.9,0.77,0.7,1.9,2.6,2.1,0.6,0.1,1.8,2.2
1285,86.0,Jarell Martin,LSU,33.0,35.1,16.9,6.1,12.0,0.509,0.4,1.6,0.269,4.2,6.2,0.69,3.0,6.3,9.2,1.8,1.2,0.7,2.8,2.8
1286,87.0,Josh Williams,Lipscomb,31.0,31.5,16.9,5.7,11.9,0.48,2.2,5.7,0.392,3.3,4.5,0.732,1.6,3.3,4.9,2.0,1.4,0.2,2.3,2.8
1287,88.0,C.J. Carter,Omaha,29.0,34.3,16.9,6.1,13.4,0.454,1.7,5.1,0.322,3.1,4.4,0.709,0.4,1.9,2.3,2.7,1.5,0.7,2.9,2.4
1288,89.0,Trey Freeman,Old Dominion,35.0,32.3,16.9,6.3,14.3,0.44,1.3,3.8,0.356,2.9,4.0,0.729,0.6,3.8,4.3,3.6,1.3,0.1,1.7,1.5
1289,90.0,Janari Joesaar,Texas-RGV,31.0,34.0,16.9,5.1,11.0,0.46,2.0,5.3,0.378,4.7,5.8,0.817,2.2,4.5,6.6,2.4,1.3,0.6,2.8,2.6
1290,91.0,Shonn Miller,Cornell,30.0,31.3,16.8,5.6,12.9,0.434,0.9,3.5,0.269,4.7,5.6,0.834,0.9,7.5,8.5,1.0,1.3,1.8,1.8,2.9
